track_id,track_name,artists,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,mood
spotify:track:RhwVXP5YkMVySnnIhjQY11,Take a Walk,Passion Pit,Gossamer,62.0,0.414,0.705,8.0,-9.279,1.0,0.04,0.14,0.068,0.145,0.716,141.399,4.0,indie,energetic
spotify:track:t6KDuie27aftdf93rZm4us,King's Dead,"Kendrick Lamar, Jay Rock",Black Panther,83.0,0.84,0.797,9.0,-2.344,1.0,0.199,0.133,0.021,0.172,0.5605,97.169,5.0,,motivational
spotify:track:AoqDHTZf3rTH4SmNIJulZi,Summer Haze,The Solstice,Golden Days,89.0,0.691,0.688,11.0,-6.515,1.0,0.098,0.308,0.004,0.139,0.699,105.921,3.0,pop,motivational
spotify:track:NtrXfLnYDzu9vMRS5oy1jG,Clair de Lune,Claude Debussy,Suite bergamasque,45.0,0.2570000000000001,0.476,9.0,-11.888625,0.0,0.199,0.494125,0.1365,0.163,0.198,74.704,4.0,classical,relaxed
spotify:track:wyxjhlK8Sj7f3yIuZDRorI,Midnight River,Taylor Cross,Your River EP,70.0,0.593,0.721,11.0,-7.547,1.0,0.102,0.274,0.02,0.2,0.683,113.759,4.0,pop,happy
spotify:track:ckBHEn9pOT7gAzPFpyE5dV,Fire Voice,Morgan Blake,A Voice EP,73.0,0.771,0.582,1.0,-6.625,0.0,0.105,0.139,0.018,0.206,0.509,108.27,4.0,pop,happy
spotify:track:YbtaJdecyKj6LRT2yqLIac,Rich Flex,"Drake, 21 Savage",Her Loss,76.0,0.824,0.683,0.0,-3.747,0.0,0.104,0.024,0.015,0.072,0.626,79.119,4.0,hiphop,energetic
spotify:track:WsHOysddNJzBCjJnCjDQL7,Fading Voice,Skylar Rivers,Our Voice Sessions,88.0,0.615,0.712,9.0,-6.684,1.0,0.067,0.067,0.029,0.203,0.612,119.083,4.0,pop,happy
spotify:track:9UQ9ooUB25AjSMdYrQXWf9,Neon Wasteland,Circuit Breakers,Overload,77.0,0.449,0.848,10.0,-6.43,1.0,0.042,0.064,0.012,0.185,0.36,120.774,4.0,rock,motivational
spotify:track:sBjWBbbabVQ4QJNkggMCXC,Electric Road,Quinn Blake,The Road Collection,64.0,0.543,0.618,3.0,-5.281,1.0,0.048,0.173,0.03,0.325,0.336,155.921,4.0,rock,energetic
spotify:track:Ye6752AjG8R9he60dLGKcP,Velvet Sky,Luna Park,Midnight Carousel,84.0,0.606,0.758,8.0,-3.456,1.0,0.046,0.303,0.045,0.215,0.756,123.389,3.0,pop,motivational
spotify:track:F9Gd81hIlnTd3HoWmsdu0M,Yellow,Coldplay,Parachute,59.0,0.672,0.645,3.0,-7.507,1.0,0.199,0.087,0.133,0.082,0.724,113.533,4.0,rock,happy
spotify:track:8hHo6Kgl75uqsYpX3bPDBi,As It Was,Harry Styles,Harry's House,87.0,0.727,0.503,7.0,-7.596,0.0,0.033,0.129,0.026,0.163,0.11224999999999996,97.944,4.0,pop,happy
spotify:track:idyVF0a6Zb0BI2SteoVNau,God's Plan,Drake,Scorpion,68.0,0.856,0.778,9.0,-5.027,1.0,0.079,0.029,0.039,0.249,0.435,92.609,5.0,hiphop,motivational
spotify:track:7qC4n7a41UQGoYvutkMUqL,Broken Heart,Skylar Rivers,The Heart Sessions,81.0,0.673,0.684,9.0,-3.648,0.0,0.053,0.031,0.031,0.061,0.708,112.576,5.0,pop,happy
spotify:track:WyfLje0ai3m9zS7HSix9wV,Little Talks,Of Monsters and Men,My Head Is an Animal,52.0,0.428,0.669,1.0,-7.771,0.0,0.054,0.206,0.065,0.211,0.711,130.516,3.0,indie,happy
spotify:track:t35EfrkjhCh4AYzJQbZ0GO,Round Midnight,Thelonious Monk,Brilliant Corners,45.0,0.414,0.33212499999999984,11.0,-11.888625,1.0,0.06,0.494125,0.1365,0.3658749999999999,0.478,105.123,4.0,jazz,chill
spotify:track:WRquZwdWiPTVrt1oubrKNY,Neon Night,Casey Woods,The Night Chronicles,78.0,0.667,0.723,9.0,-5.17,0.0,0.084,0.049,0.013,0.124,0.762,113.759,4.0,pop,energetic
spotify:track:vaF4ShiKXSRidUsM4A1tXZ,Congratulations,Post Malone,Stoney,74.0,0.762,0.68,1.0,-6.845,1.0,0.199,0.02,0.035,0.248,0.634,86.521,4.0,hiphop,motivational
spotify:track:76VlsuugZfexMlWSlZXXTM,Golden Dream,Riley Page,A Dream EP,76.0,0.603,0.877,7.0,-6.188,1.0,0.045,0.013,0.034,0.182,0.637,138.944,4.0,rock,motivational
spotify:track:IR1AGKkJbyQrex1VFI5Je9,Lost Rain,Chris Page,Your Rain,77.0,0.741,0.33212499999999984,4.0,-4.146,1.0,0.098,0.058,0.008,0.13,0.73,112.254,4.0,pop,happy
spotify:track:ZEzAdapqJLgj8uPLQhOxTf,Shake It Out,Florence + The Machine,Ceremonials,50.0,0.557,0.365,6.0,-8.173,1.0,0.043,0.103,0.085,0.17,0.313,142.757,3.0,indie,sad
spotify:track:D49xrN2gLnEe7D96HKixMf,Sunflower,"Post Malone, Swae Lee",Hollywood's Bleeding,78.0,0.765,0.704,3.0,-6.032,1.0,0.199,0.052,0.023,0.244,0.374,80.926,4.0,hiphop,motivational
spotify:track:bVyow2FhYs2ghNfTVnB3hQ,Open Night,Morgan Banks,Your Night Collection,86.0,0.583,0.521,11.0,-5.873,0.0,0.034,0.139,0.006,0.11,0.568,113.759,4.0,pop,motivational
spotify:track:MN8zMgk2HtyxFscc2HC8OF,Ho Hey,The Lumineers,The Lumineers,45.0,0.574,0.532,1.0,-4.004,1.0,0.032,0.303,0.003,0.163,0.361,125.422,0.34,indie,motivational
spotify:track:6Fj8l02GyFLF2uOyxDjMCE,Body Like a Back Road,Sam Hunt,Montevallo,46.0,0.538,0.519,4.0,-8.205,1.0,0.079,0.494125,0.009,0.186,0.5605,142.419,4.0,country,sad
spotify:track:bsNikLzBLJ74NZKGaU0ESi,Settling Dust,Bramble Folk,Overgrown,45.0,0.397,0.682,4.0,-5.677,1.0,0.077,0.494125,0.054,0.144,0.446,110.003,4.0,indie,motivational
spotify:track:9WEBHSMkvCBMK2sViLB04B,Rising Sky,Riley Page,The Sky Diaries,85.0,0.831,0.6835,11.0,-4.035,0.0,0.115,0.342,0.03,-0.0471249999999999,0.508,135.474,3.0,pop,
spotify:track:Q9zeljl1pCGznGF7Ojrlys,Creep,Radiohead,Pablo Honey,59.0,0.314,0.826,6.0,-2.82,0.0,0.079,0.086,0.121,0.273,0.498,127.645,4.0,rock,energetic
spotify:track:jeihdiJDQkXpvRDkHWykvm,Dark Road,Riley Lane,Our Road EP,75.0,0.655,0.731,0.0,-4.445,1.0,0.112,0.042,0.015,0.163,0.511,113.759,3.0,,energetic
spotify:track:kCkvQalRhBJ3CUCltph8lq,Electric Feel,MGMT,Oracular Spectacular,45.0,0.2570000000000001,0.458,4.0,-9.298,1.0,0.074,0.356,0.063,0.219,0.358,138.537,4.0,indie,angry
spotify:track:9t6vscjBvbdGTInFiM6kFY,Open Storm,Casey Banks,Storm Chronicles,70.0,0.666,0.713,4.0,-11.888625,0.0,0.111,0.106,0.024,0.224,0.485,97.215,4.0,hiphop,motivational
spotify:track:DB32GwM1UYWrYUUqdA68Ej,All of Me,John Legend,Love in the Future,74.0,0.672,0.426,8.0,-8.676,1.0,0.137,0.189,0.022,0.064,0.618,99.865,3.0,rnb,motivational
spotify:track:dcqscON1m4Yrpw2cBdVcKv,Fading Voice,Sam Cole,The Voice EP,76.0,0.795,0.779,8.0,-3.245,0.0,0.078,0.152,0.021,0.174,0.547,127.473,5.0,pop,energetic
spotify:track:04eJ5DWMPm3cGDhJBfEObj,Dark Dream,Quinn Page,Our Dream Chronicles,45.0,0.784,0.614,6.0,-2.781,0.0,0.064,0.093,0.024,0.147,0.5605,131.887,4.0,pop,energetic
spotify:track:AKeGvZZRaKLIefGjNMuyL8,Mask Off,Future,Future,81.0,0.885,0.695,6.0,-4.545,0.0,0.124,0.022,0.005,0.063,0.711,78.276,4.0,hiphop,motivational
spotify:track:DooDtxGLhILc2Ey1GohAFu,Stay,"The Kid LAROI, Justin Bieber",F*CK LOVE 3,90.0,0.621,0.642,7.0,-2.585,1.0,0.045,0.139,0.02,0.235,0.617,138.233,4.0,pop,happy
spotify:track:xP9hBXsdwVjTQBlByRydWk,Electric Sky,Jordan Cross,A Sky Diaries,82.0,0.71,0.777,2.0,-2.313,0.0,0.082,0.344,0.019,0.237,0.732,133.202,4.0,pop,happy
spotify:track:KOTSQnQb1Wk7ZLBtp6rEKG,Silver Shadow,Jamie Cole,The Shadow Sessions,78.0,0.781,0.683,11.0,-4.291,1.0,0.038,0.327,0.019,0.096,0.848,100.196,4.0,pop,happy
spotify:track:LEIGccreTJ8B8RHbAFANaw,Wild Light,Jamie Banks,The Light Diaries,81.0,0.574,0.763,6.0,-5.645,0.0,0.079,0.08,0.045,0.1,0.466,108.325,12.266,pop,energetic
spotify:track:xKe90gswSijYqDydnbUWi5,Crystal Light,Alex Voss,The Light Diaries,81.0,0.672,0.837,7.0,-4.105,1.0,0.079,0.278,0.018,0.185,0.49,123.795,4.0,pop,energetic
spotify:track:sDsQPq1VslVEbfOUXzZn2I,Neon Voice,Taylor Lane,Your Voice,70.0,0.751,0.861,3.0,-6.422,1.0,0.187,0.031,0.024,0.071,0.432,75.935,4.0,hiphop,energetic
spotify:track:BqeLE7ROoEDgK1ZJGhdE71,HUMBLE.,Kendrick Lamar,DAMN.,70.0,0.685,0.33212499999999984,10.0,-5.677,1.0,0.199,0.141,0.023,0.15,0.494,96.29,4.0,hiphop,motivational
spotify:track:qdIKxNl6srR30cNSgmkA97,Open Light,Casey Page,Light Collection,81.0,0.635,0.74,10.0,-6.341,1.0,0.059,0.111,0.033,0.24,0.5605,111.814,4.0,pop,happy
spotify:track:8owwQ5d1SIUVubaYZvZ8Vx,Wonderwall,Oasis,(What's the Story) Morning Glory?,73.0,0.641,0.868,6.0,-6.748,1.0,0.073,0.066,0.056,0.147,0.309,142.26,4.0,rock,energetic
spotify:track:N0ZiUpZyaQDeNnCbN2hwG8,Fading Light,Sam Woods,Light Sessions,80.0,0.907,0.557,3.0,-6.667,1.0,0.199,0.117,0.003,0.06,0.471,98.413,4.0,,motivational
spotify:track:dHzFms58MThNvvCUJwpZqE,Meant to Be,"Bebe Rexha, Florida Georgia Line",All Your Fault,57.0,0.686,0.481,2.0,-7.48,1.0,0.048,0.494125,0.082,0.148,0.747,132.44,4.0,country,happy
spotify:track:rUn2T0dUlkXnOk9Om3Ttum,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,71.0,0.666,0.674,11.0,-7.569,1.0,0.111,0.139,0.024,0.239,0.433,79.55,4.0,hiphop,motivational
spotify:track:AIAeVgyQXu2tH3UagQ8mef,Golden Storm,Drew Blake,Our Storm Chronicles,87.0,0.627,0.536,6.0,-6.63,1.0,0.076,0.035,0.043,0.099,0.658,131.139,4.0,,happy
spotify:track:8hKCDlBdUmxVLx1DJrIGgW,Silver Light,Quinn Page,Your Light Collection,80.0,0.2570000000000001,0.606,8.0,-2.308,1.0,0.101,0.337,0.032,0.085,0.461,53.40312500000002,4.0,pop,energetic
spotify:track:9I1LFU9TDcMvjJwwIaaadA,Broken Dream,Quinn Lane,The Dream Diaries,81.0,0.777,0.686,8.0,-3.598,1.0,0.05,0.309,0.016,-0.0471249999999999,0.408,95.206,4.0,pop,energetic
spotify:track:568eWRZmqbfmTFZb29C8Dx,Midnight Hustle,Nova Beats,Late Night Sessions,64.0,0.839,1.031125,10.0,-6.369,0.0,0.079,0.13,0.009,0.225,0.37,78.159,4.0,hiphop,energetic
spotify:track:ehmOqROF8vrGKSBUDWaPZq,Permission to Dance,BTS,Permission to Dance,76.0,0.604,0.561,7.0,-3.901,1.0,0.079,0.212,0.012,0.178,0.674,114.127,4.0,pop,energetic
spotify:track:q2Aapo0U0ZHgegCsC4hTYU,Fire Voice,Alex Banks,A Voice,61.0,0.677,0.526,9.0,-6.135,1.0,0.086,0.052,0.024,0.212,0.512,103.224,4.0,pop,happy
spotify:track:uIJjj2Jt6CvOQOpgxY42Co,Silver River,Casey Page,Our River,74.0,0.672,0.691,3.0,-5.808,1.0,0.089,0.296,0.026,0.125,0.478,127.684,4.0,pop,energetic
spotify:track:0BRhEluTinCQ8jiwCT6AWR,City Wide,K-Real,Concrete Jungle,74.0,0.757,0.614,1.0,-2.183,0.0,0.199,0.024,0.016,0.198,0.638,96.771,3.0,hiphop,motivational
spotify:track:qKqKUc7paB82KvAVdA2dCB,Rising Wave,Chris Cole,Wave Chronicles,76.0,0.854,0.806,4.0,-6.65,1.0,0.199,0.059,0.022,0.183,0.345,99.117,4.0,hiphop,energetic
spotify:track:uJlRvaBEF3JnWYcy4ShUT6,Broken Storm,Riley Banks,Storm,66.0,0.496,0.839,9.0,-7.176,0.0,0.05,0.141,0.1365,0.21,0.57,147.149,12.127,rock,energetic
spotify:track:O4RqR9vSjCRQPovAToz0bB,Golden Storm,Alex Lane,Your Storm,68.0,0.878,0.622,4.0,-7.065,1.0,0.199,0.139,0.003,0.086,0.326,103.165,4.0,hiphop,energetic
spotify:track:xow1oRoWHFepfBjjQuxLen,No Role Modelz,J. Cole,2014 Forest Hills Drive,65.0,0.767,0.739,8.0,-2.638,1.0,0.199,0.036,0.033,0.163,0.345,76.905,3.0,hiphop,energetic
spotify:track:ipN9AvL5PeFUR8HX5GUBcr,Wild Storm,Skylar Chase,Storm,84.0,0.552,0.839,3.0,-6.051,0.0,0.096,0.262,0.048,0.164,0.695,142.545,4.0,pop,motivational
spotify:track:tuvMI9mOIIY9N2ONPdEqpa,Earned It,The Weeknd,Fifty Shades of Grey,66.0,0.672,0.754,11.0,-9.006,0.0,0.107,0.263,0.075,0.113,0.305,113.516,4.0,rnb,energetic
spotify:track:jTOERNNis6ypjoqayMDeCR,Silver Road,Jamie Blake,Road Diaries,83.0,0.81,0.6835,6.0,-3.517,0.0,0.199,0.011,0.018,0.076,0.31,75.535,4.0,hiphop,energetic
spotify:track:YX6rhkt2ozm6RqNbOW8W3n,Shivers,Ed Sheeran,=,76.0,0.568,0.597,0.0,-3.055,1.0,0.038,0.09,0.032,0.244,0.836,177.28012499999997,4.0,pop,happy
spotify:track:8QEvpUQjpjX9kbexDxyBK8,Shakira: Bzrp Music Sessions,"Bizarrap, Shakira",Music Sessions Vol. 53,64.0,0.83,0.573,3.0,-5.677,1.0,0.113,0.062,0.006,0.163,0.847,109.845,4.0,latin,happy
spotify:track:vPxkmp7jWXm3U1WvheaiqG,Where Are Ü Now,"Jack Ü, Justin Bieber",Skrillex and Diplo,65.0,0.887,0.719,-5.352,-4.526,0.0,0.1,0.006,0.1365,0.196,0.74,123.534,4.0,electronic,happy
spotify:track:JrFpyZuODYg7q6jOSY0Cjg,Fading Star,Drew Blake,The Star EP,94.0,0.602,0.845,10.0,-11.888625,0.0,0.068,0.346,0.022,0.249,0.837,135.423,4.0,pop,happy
spotify:track:Epuw5M3LVF066VJftOjGjA,Electric River,Chris Chase,A River Collection,78.0,0.551,0.754,1.0,-2.892,0.0,0.073,0.25,0.009,0.185,0.816,141.024,4.0,pop,motivational
spotify:track:bH84X3qwDxDlaGDD0YmZ1w,Fading Heart,Jamie Voss,Your Heart EP,87.0,0.814,0.717,9.0,-3.302,0.0,0.071,0.128,0.01,0.071,0.553,141.879,4.0,pop,motivational
spotify:track:zHMukeuXHDcZeZO2Q7pPiw,Crystal Voice,Riley Ray,The Voice,77.0,0.7,0.774,6.0,-6.991,0.0,0.052,0.334,0.048,0.161,0.464,122.022,4.0,pop,motivational
spotify:track:M6yQuXaMNztLLxB8ObPkoF,Wild Sky,Taylor Banks,Your Sky,67.0,0.614,0.634,5.0,-7.562,0.0,0.08,0.037,0.047,0.144,0.59,124.86,3.0,pop,energetic
spotify:track:UsZNog61htOEteB4mPoAn4,Open Night,Jordan Ray,Night Chronicles,81.0,0.801,0.522,11.0,-4.43,1.0,0.085,0.041,0.01,0.117,0.768,100.709,4.0,pop,happy
spotify:track:LGhLDL6rJwT1EtBC3apWAv,Back in Black,AC/DC,Back in Black,63.0,0.362,0.974,2.0,-4.394,0.0,0.112,0.009,0.1365,0.139,1.02225,137.008,4.0,metal,angry
spotify:track:iiFGxHDwNMYq6Fk4E9MoyF,Open Echo,Taylor Stone,The Echo EP,73.0,0.565,0.823,4.0,-5.023,1.0,0.064,0.161,0.018,0.163,0.595,131.222,4.0,pop,motivational
spotify:track:g6dsbnAGDnlKJYa6csPjSO,Street Runner,Blaze Uno,Corner Office,70.0,0.901,0.64,6.0,-2.342,0.0,0.199,0.139,0.002,0.128,0.341,86.327,4.0,hiphop,energetic
spotify:track:E6NfjhZt0gDdgbQzSPPvWc,Distant Road,Quinn Cross,Your Road,80.0,0.909,0.685,-4.583,-8.465,0.0,0.199,0.078,0.009,0.207,0.336,91.814,4.0,hiphop,motivational
spotify:track:t8qmyFbvvPSnueB1iXKEds,Midnight Serenade,The Jazz Collective,Blue Notes,45.0,0.529,0.33212499999999984,0.0,-11.888625,1.0,0.047,0.494125,0.1365,0.28,0.681,123.539,4.0,jazz,chill
spotify:track:QYghEMMO67TsKV7GhEA03K,The Less I Know the Better,Tame Impala,Currents,45.0,0.384,0.573,7.0,-5.997,1.0,-0.033,0.357,0.067,0.1,0.3,96.194,4.0,indie,angry
spotify:track:EXtGT2IvuI9IgAobsmJZq1,Silver Shadow,Jordan Blake,The Shadow Collection,79.0,0.769,0.623,4.0,-5.677,0.0,0.088,0.102,0.03,0.194,0.593,134.554,4.0,pop,energetic
spotify:track:19Smlt6MNoJKEAbkSOrrcq,Save Your Tears,The Weeknd,After Hours,77.0,0.827,0.776,2.0,-2.398,0.0,0.068,0.2,0.032,0.232,0.681,128.059,3.0,pop,happy
spotify:track:umvMi5brH8lOJiiF94cHze,Dynamite,BTS,BE,74.0,0.765,0.678,8.0,-2.119,1.0,0.052,0.202,0.019,0.163,0.523,136.736,4.0,pop,happy
spotify:track:1wYqpexYss9s64UM7bi9QX,Iron Man,Black Sabbath,Paranoid,63.0,0.418,0.948,0.0,-3.276,0.0,0.112,0.013,0.03,0.157,0.253,176.483,4.0,metal,angry
spotify:track:xtX6iiHAkh6Su4VZofJNzM,Midnight Star,Drew Rivers,Star EP,80.0,0.743,0.526,3.0,-6.815,0.0,0.079,0.334,0.018,0.184,0.702,107.534,4.0,pop,happy
spotify:track:VJ0TX1eKgK3A6VTNRwwoWc,Bohemian Rhapsody,Queen,A Night at the Opera,70.0,0.619,0.917,6.0,-3.301,0.0,0.061,0.053,0.03,0.249,0.678,150.745,5.0,rock,
spotify:track:FEstV4Ek78nUplDI45LsFa,Glass Hands,The Mirrors,Reflection EP,58.0,0.54,0.674,11.0,-5.677,0.0,0.042,0.165,0.106,0.199,0.623,123.214,4.0,rock,energetic
spotify:track:EXf3Lx87EcR0UiAMiSmcke,Lost Night,Chris Banks,Night Chronicles,81.0,0.672,0.826,6.0,-4.184,1.0,0.092,0.023,0.017,0.202,0.411,113.759,3.0,pop,angry
spotify:track:toRpmF7OTyJC9lvc2jsXYJ,Peaches,"Justin Bieber, Daniel Caesar",Justice,101.0,0.756,0.812,8.0,-3.329,0.0,0.05,0.285,0.035,0.143,0.787,139.273,4.0,pop,happy
spotify:track:6wY7rP9kDDVhbRd2E8tz2k,Hotel California,Eagles,Hotel California,67.0,0.501,0.797,2.0,-4.72,0.0,0.07,0.116,0.123,0.257,0.497,119.671,4.0,rock,
spotify:track:LmEFs4p0JVVIX0t2xm8UNz,Here Comes Your Man,Pixies,Doolittle,72.0,0.386,0.654,3.0,-6.653,1.0,0.072,0.052,0.131,0.182,0.747,177.28012499999997,3.0,rock,happy
spotify:track:qkgTN9DM6vvRHeaIhOipVY,Ghost,Justin Bieber,Justice,86.0,0.773,1.031125,6.0,-6.122,0.0,0.069,0.153,0.032,0.108,0.607,98.893,5.0,pop,motivational
spotify:track:3OyMsEGyLHcvsJ5PA1vfBf,Golden Rain,Sam Blake,The Rain EP,72.0,0.355,0.646,3.0,-4.557,0.0,0.047,0.057,0.026,0.083,0.5605,150.057,4.0,,happy
spotify:track:CRdCrPm8z159ned2uyCB3J,Distant Sky,Sam Stone,Your Sky Sessions,80.0,0.665,0.76,6.0,-5.191,1.0,0.199,0.037,0.025,0.053,0.328,77.924,4.0,hiphop,motivational
spotify:track:M6jtgzSGr0baQ19tHVExtU,Broken Light,Morgan Ray,Light,77.0,0.86,0.783,10.0,-5.966,0.0,0.199,0.121,0.013,0.218,0.11224999999999996,102.742,5.0,hiphop,energetic
spotify:track:iLmjDjLd3H6LBwPr3bylYC,Open Shadow,Alex Lane,Your Shadow Chronicles,85.0,0.674,0.801,1.0,-7.312,0.0,0.039,0.075,0.007,0.101,0.543,107.859,4.0,pop,energetic
spotify:track:8mrLT2veKIeYPNcKWRIXXT,Crazy in Love,"Beyoncé, Jay-Z",Dangerously in Love,67.0,0.793,0.625,3.0,-8.653,1.0,0.067,0.308,0.069,0.213,0.591,113.25,11.95,rnb,motivational
spotify:track:H4QOniD0NCNOJ1fUupBvep,Distant Rain,Casey Stone,The Rain Chronicles,68.0,0.506,0.673,3.0,-3.789,0.0,0.065,0.08,0.1365,0.099,0.562,100.429,4.0,,motivational
spotify:track:0ugfxCRBnqCuyXYy21Efrt,Golden Heart,Quinn Cole,Heart Chronicles,71.0,0.676,0.744,7.0,-5.677,0.0,0.199,0.07,0.03,0.11,0.476,113.759,3.0,hiphop,motivational
spotify:track:53i90ZnzUOhXiuWc7ACRBI,Fire Wave,Alex Chase,A Wave Chronicles,73.0,0.807,0.508,0.0,-6.344,1.0,0.08,0.204,0.046,0.081,0.77,129.486,4.0,pop,
spotify:track:34RApa10bO0ZbJ30uBvMpb,Fire Soul,Taylor Lane,The Soul EP,63.0,0.478,0.736,6.0,-7.133,0.0,0.035,0.169,0.102,0.101,0.499,112.328,4.0,rock,energetic
spotify:track:eqMeypKS8Mn8E0NQSjxm7s,Fading Road,Drew Lane,Our Road Sessions,74.0,0.72,0.686,5.0,-7.54,0.0,0.104,0.187,0.015,0.183,0.592,112.366,4.0,pop,happy
spotify:track:fAgQgSyTPdNpdNKim1Ep1J,Lost Road,Jamie Cole,The Road Collection,72.0,0.358,0.819,5.0,-2.374,1.0,0.08,0.087,0.113,0.063,0.486,137.537,3.0,rock,energetic
spotify:track:I9sf8DbzVv7YvBQ9eW6aqo,Afterglow,Ember Falls,Afterglow,76.0,0.576,0.717,5.0,-7.508,1.0,0.044,0.139,0.032,0.198,0.759,130.655,3.0,pop,happy
spotify:track:HSXSBIwa6SRLtAhECdTcUX,Open River,Drew Blake,A River Collection,94.0,0.741,0.767,6.0,-5.677,1.0,0.038,0.226,0.03,0.127,0.7,102.449,4.0,pop,motivational
spotify:track:0mQi6MFbmkBr5EXuIcnWO3,Bag Talk,Deon Wavves,Wave Check,79.0,0.73,0.727,10.0,-3.498,1.0,0.199,0.102,0.011,0.237,0.41,98.401,4.0,hiphop,motivational
spotify:track:TRRlaPeUGpqvIWyuklORkF,Life Is Good,"Future, Drake",High Off Life,73.0,0.679,0.758,1.0,-2.222,0.0,0.199,0.124,0.008,0.139,0.571,76.231,5.0,hiphop,energetic
spotify:track:Vwb9H3LCbgyq6tMa65mpH3,Good 4 U,Olivia Rodrigo,SOUR,82.0,0.702,0.733,2.0,-4.674,1.0,0.047,0.239,0.019,0.2,0.547,129.86,4.0,pop,energetic
spotify:track:bzC9gYtifnDSYSzcamDgIz,Wild Road,Quinn Cole,The Road Chronicles,78.0,0.784,0.828,3.0,-5.519,1.0,0.071,0.079,0.03,0.193,0.713,113.759,3.0,pop,happy
spotify:track:W2yd0gOa0C7Q0rnG6xCVcm,Sweater Weather,The Neighbourhood,I Love You.,55.0,0.663,0.395,2.0,-11.519,0.0,0.074,0.166,0.048,0.132,0.566,116.009,4.0,indie,happy
spotify:track:mtLRHQrpadwGtlL1mJHYQL,In My Feelings,Drake,Scorpion,72.0,0.689,0.556,6.0,-6.338,1.0,0.199,0.108,0.039,0.094,0.39,100.931,3.0,hiphop,energetic
spotify:track:NGrZVbJoHW8XgRp1JYLp6P,Rather Be,"Clean Bandit, Jess Glynne",New Eyes,69.0,0.756,0.732,4.0,-4.219,0.0,0.034,0.071,0.136,0.119,0.372,118.083,4.0,electronic,energetic
spotify:track:OR0ih1yijqSiS3uC4aoQDE,Titanium,"David Guetta, Sia",Nothing but the Beat,60.0,0.672,0.826,8.0,-4.185,0.0,0.055,0.043,0.1365,0.139,0.398,130.878,3.0,electronic,motivational
spotify:track:GNuiqNXcqqJ9dS5FztVVwg,Neon Storm,Jordan Ray,Your Storm Diaries,71.0,0.57,0.516,8.0,-5.942,0.0,0.04,0.284,0.046,0.198,0.72,96.129,4.0,pop,happy
spotify:track:JZN9WBjraMF5XGQmh492K4,Neon Shadow,Taylor Voss,Shadow EP,74.0,0.672,0.641,5.0,-5.677,1.0,0.199,0.027,0.1365,0.163,0.386,92.386,3.0,hiphop,motivational
spotify:track:fh7TO5xn0ZICUbbRDWmVWY,Dust on the Windshield,Cody Ray,Highway Miles,47.0,0.466,0.469,6.0,-11.888625,1.0,0.053,0.494125,0.011,0.183,0.721,120.644,4.0,country,happy
spotify:track:YeBE7EqXT4yLALjlB89emh,Real Talk,Marco Polo,The Conversation,82.0,0.693,0.795,1.0,-8.793,0.0,0.107,0.082,0.006,0.223,0.717,80.785,3.0,hiphop,energetic
spotify:track:bTCjoFPuFHS7K8oPC64ShI,Power Trip,J. Cole,Born Sinner,79.0,0.782,0.653,0.0,-4.757,0.0,0.199,0.106,0.027,0.059,0.71,104.904,4.0,hiphop,motivational
spotify:track:EBzFE9H39Po9nKyMZOdZAL,Autumn Leaves,Bill Evans Trio,Portrait in Jazz,45.0,0.387,0.567,4.0,-11.888625,1.0,0.085,0.494125,0.1365,0.189,0.445,115.883,4.0,jazz,chill
spotify:track:1IIPKoBAwOUKDtgudwfGf6,Bad Habits,Ed Sheeran,=,87.0,0.563,0.774,10.0,-5.252,0.0,0.117,0.04,0.024,0.13,0.79,121.073,4.0,pop,happy
spotify:track:J0VXhKlLHwT1sQF2XzSgKX,Golden Night,Chris Stone,Your Night Collection,67.0,0.557,0.669,1.0,-2.458,0.0,0.096,0.193,0.039,0.079,0.625,113.759,4.0,##corrupt##,energetic
spotify:track:lGhf8VLttDdrv6B7dXoanW,Fast Car,Tracy Chapman,Tracy Chapman,45.0,0.672,0.33212499999999984,7.0,-11.888625,1.0,0.076,0.494125,0.116,0.244,0.654,107.294,5.0,folk,relaxed
spotify:track:clGr0ovsNbOVcZFapXJ5Ez,Easy On Me,Adele,30,88.0,0.578,0.534,5.0,-4.662,1.0,0.083,0.205,0.016,0.074,0.732,135.588,4.0,pop,happy
spotify:track:pi5G2Q3uJRNVq0fP4DnzCU,Watermelon Sugar,Harry Styles,Fine Line,83.0,0.589,0.843,2.0,-3.766,0.0,0.08,0.057,0.03,0.188,0.11224999999999996,117.092,4.0,pop,energetic
spotify:track:wyNFWM0WdIG4W0wIczi5aN,Fair Trade,"Drake, Travis Scott",Certified Lover Boy,76.0,0.711,0.797,1.0,-7.998,0.0,0.199,0.139,0.03,0.061,0.353,95.873,4.0,hiphop,energetic
spotify:track:bpUfHiXXdTgg2076zs0iew,Rising Road,Casey Voss,Our Road Chronicles,81.0,0.657,0.671,6.0,-3.901,1.0,0.164,0.088,0.04,0.238,0.51,95.101,4.0,,energetic
spotify:track:EeO8DNnZOcxb1bHeoGZiAF,Fading Voice,Skylar Chase,Voice Collection,80.0,0.612,0.735,7.0,-7.674,1.0,0.05,0.17,0.028,0.174,0.828,113.167,4.0,pop,happy
